player,position,observations,blockwins,winrate
Ben Jones,C,161,138,0.8571428571428571
Dennis Kelly,OT,55,43,0.7818181818181819
Jack Conklin,T,151,108,0.7152317880794702
Nate Davis,G,119,98,0.8235294117647058
Rodger Saffold,G,151,125,0.8278145695364238
Taylor Lewan,T,117,85,0.7264957264957265
