player,position,observations,blockwins,winrate
Billy Turner,OG,156,133,0.8525641025641025
Bryan Bulaga,OT,137,116,0.8467153284671532
Corey Linsley,C,156,147,0.9423076923076923
David Bakhtiari,T,156,130,0.8333333333333334
Elgton Jenkins,G,140,126,0.9
