player,position,observations,blockwins,winrate
Alex Lewis,G,140,113,0.8071428571428572
Brandon Shell,T,150,110,0.7333333333333333
Brian Winters,G,98,72,0.7346938775510204
Chuma Edoga,T,76,59,0.7763157894736842
Jonotthan Harrison,C,119,98,0.8235294117647058
Kelvin Beachum,T,148,119,0.8040540540540541
Ryan Kalil,C,68,55,0.8088235294117647
Tom Compton,G,65,52,0.8
