player,position,observations,blockwins,winrate
Bradley Bozeman,C,178,159,0.8932584269662921
Marshal Yanda,G,156,146,0.9358974358974359
Matt Skura,C,116,105,0.9051724137931034
Orlando Brown,T,178,161,0.9044943820224719
Patrick Mekari,T,69,59,0.855072463768116
Ronnie Stanley,T,150,139,0.9266666666666666
