player,position,observations,blockwins,winrate
Brian O'Neill,T,152,93,0.6118421052631579
Garrett Bradbury,C,157,118,0.7515923566878981
Josh Kline,G,117,87,0.7435897435897436
Pat Elflein,G,148,111,0.75
Riley Reiff,T,138,85,0.6159420289855072
