player,position,observations,blockwins,winrate
Andrew Wylie,OT,112,104,0.9285714285714286
Austin Reiter,C,170,157,0.9235294117647059
Cameron Erving,G,95,77,0.8105263157894737
Eric Fisher,T,75,61,0.8133333333333334
Laurent Duvernay-Tardif,G,147,132,0.8979591836734694
Mitchell Schwartz,T,170,123,0.7235294117647059
