player,position,observations,blockwins,winrate
Andrus Peat,T,99,75,0.7575757575757576
Erik McCoy,C,179,149,0.8324022346368715
Larry Warford,G,167,137,0.8203592814371258
Nick Easton,G,68,58,0.8529411764705882
Ryan Ramczyk,T,179,134,0.7486033519553073
Terron Armstead,T,154,112,0.7272727272727273
