player,position,observations,blockwins,winrate
Cody Ford,T,119,97,0.8151260504201681
Dion Dawkins,T,173,145,0.838150289017341
Jon Feliciano,G,161,129,0.8012422360248447
Mitch Morse,C,156,136,0.8717948717948718
Quinton Spain,G,180,152,0.8444444444444444
Ty Nsekhe,T,63,55,0.873015873015873
