player,position,observations,blockwins,winrate
Daniel Brunskill,OT,56,35,0.625
Joe Staley,T,59,35,0.5932203389830508
Justin Skule,T,78,54,0.6923076923076923
Laken Tomlinson,G,154,127,0.8246753246753247
Mike McGlinchey,OT,115,87,0.7565217391304347
Mike Person,C,154,128,0.8311688311688312
Weston Richburg,C,136,119,0.875
