player,position,observations,blockwins,winrate
Connor McGovern,C,113,101,0.8938053097345132
Dalton Risner,G,107,84,0.7850467289719626
Elijah Wilkinson,T,85,63,0.7411764705882353
Garett Bolles,T,113,92,0.8141592920353983
Ronald Leary,G,68,60,0.8823529411764706
