player,position,observations,blockwins,winrate
Dan Feeney,G,157,132,0.8407643312101911
Michael Schofield,G,160,125,0.78125
Mike Pouncey,C,54,43,0.7962962962962963
Sam Tevi,T,117,90,0.7692307692307693
Scott Quessenberry,C,106,93,0.8773584905660378
Trent Scott,T,119,86,0.7226890756302521
