player,position,observations,blockwins,winrate
Chris Clark,OT,59,52,0.8813559322033898
Laremy Tunsil,T,153,127,0.8300653594771242
Max Scharping,T,153,136,0.8888888888888888
Nick Martin,C,167,141,0.844311377245509
Roderick Johnson,OT,53,41,0.7735849056603774
Tytus Howard,T,84,70,0.8333333333333334
Zach Fulton,G,160,141,0.88125
